modl,funcname,occurs,stable,size,file,line
JSON,#parse#1,13,0.0,193,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,453
JSON,#parse#2,6,0.0,114,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,484
JSON,#parsefile#3,1,1.0,187,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,512
JSON,#show_json#3,45,0.9111111111111111,190,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,323
JSON,CompactContext,0,NaN,46,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,106
JSON,CompactContext,0,NaN,60,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,103
JSON,CompositeTypeWrapper,0,NaN,54,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,22
JSON,CompositeTypeWrapper,0,NaN,58,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,18
JSON,CompositeTypeWrapper,0,NaN,55,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,23
JSON,JSONText,0,NaN,47,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,342
JSON,MemoryParserState,0,NaN,49,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,22
JSON,PrettyContext,0,NaN,53,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,95
JSON,PrettyContext,0,NaN,70,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,90
JSON,StandardSerialization,0,NaN,46,/home/artem/.julia/packages/JSON/3rsiS/src/Serializations.jl,37
JSON,StreamingParserState,0,NaN,70,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,31
JSON,StreamingParserState,0,NaN,59,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,36
JSON,StringContext,0,NaN,56,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,114
JSON,_count_before,1,1.0,317,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,122
JSON,_error,3,1.0,74,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,147
JSON,_error,1,1.0,403,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,133
JSON,_error_expected_char,4,1.0,74,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,83
JSON,_get_parsercontext,13,0.23076923076923078,207,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,429
JSON,advance!,4,1.0,81,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,101
JSON,begin_array,3,0.6666666666666666,73,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,178
JSON,begin_array,2,0.5,127,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,173
JSON,begin_object,1,1.0,127,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,173
JSON,begin_object,1,1.0,73,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,178
JSON,byteat,1,1.0,154,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,45
JSON,byteat,3,1.0,204,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,53
JSON,chomp_space!,4,1.0,150,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,114
JSON,current,3,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,70
JSON,current,1,1.0,60,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,69
JSON,delimit,5,0.6,107,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,160
JSON,end_array,2,0.5,176,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,179
JSON,end_array,3,0.6666666666666666,73,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,187
JSON,end_object,1,1.0,73,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,187
JSON,end_object,1,1.0,176,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,179
JSON,float_from_bytes,2,1.0,465,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,321
JSON,float_from_bytes,1,1.0,65,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,319
JSON,hasleadingzero,2,1.0,367,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,307
JSON,hasmore,3,1.0,38,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,108
JSON,hasmore,1,1.0,66,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,107
JSON,include,1,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,1
JSON,include,1,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/Common.jl,4
JSON,include,1,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/JSON.jl,3
JSON,incr!,1,1.0,72,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,94
JSON,incr!,3,1.0,56,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,95
JSON,indent,3,0.6666666666666666,39,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,143
JSON,indent,2,0.5,194,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,137
JSON,int_from_bytes,17,0.7647058823529411,592,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,339
JSON,isjsondigit,1,1.0,69,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,17
JSON,isjsonspace,1,1.0,114,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,12
JSON,json,2,1.0,54,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,366
JSON,json,33,0.9393939393939394,48,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,365
JSON,lower,1,1.0,67,/home/artem/.julia/packages/JSON/3rsiS/test/lowering.jl,34
JSON,lower,1,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,61
JSON,lower,1,1.0,63,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,60
JSON,lower,3,1.0,114,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,43
JSON,lower,2,1.0,45,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,62
JSON,lower,1,1.0,55,/home/artem/.julia/packages/JSON/3rsiS/src/JSON.jl,29
JSON,lower,1,1.0,46,/home/artem/.julia/packages/JSON/3rsiS/test/lowering.jl,30
JSON,lower,9,0.8888888888888888,38,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,58
JSON,lower,1,1.0,77,/home/artem/.julia/packages/JSON/3rsiS/test/lowering.jl,19
JSON,maxsize_buffer,1,1.0,83,/home/artem/.julia/packages/JSON/3rsiS/src/specialized.jl,1
JSON,number_from_bytes,21,0.6190476190476191,446,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,358
JSON,parse,3,1.0,73,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,484
JSON,parse,1,1.0,73,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,453
JSON,parse_array,21,0.6190476190476191,380,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,197
JSON,parse_jsconstant,21,0.6190476190476191,498,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,174
JSON,parse_number,10,0.0,809,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,380
JSON,parse_number,11,0.8181818181818182,894,/home/artem/.julia/packages/JSON/3rsiS/src/specialized.jl,123
JSON,parse_object,17,0.0,584,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,215
JSON,parse_string,3,1.0,457,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,277
JSON,parse_string,1,1.0,662,/home/artem/.julia/packages/JSON/3rsiS/src/specialized.jl,85
JSON,parse_string,1,1.0,285,/home/artem/.julia/packages/JSON/3rsiS/src/specialized.jl,6
JSON,parse_value,21,0.6190476190476191,368,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,157
JSON,parsefile,1,1.0,74,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,512
JSON,predict_string,1,1.0,757,/home/artem/.julia/packages/JSON/3rsiS/src/specialized.jl,47
JSON,print,3,0.6666666666666666,104,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,347
JSON,print,1,0.0,54,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,351
JSON,print,38,0.9210526315789473,60,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,349
JSON,print,1,1.0,48,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,352
JSON,read_four_hex_digits!,4,1.0,596,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,246
JSON,read_unicode_escape!,4,1.0,195,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,265
JSON,separate,1,1.0,55,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,150
JSON,separate,1,1.0,50,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,151
JSON,show_element,32,0.8125,89,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,215
JSON,show_json,2,1.0,47,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,265
JSON,show_json,2,1.0,60,/home/artem/.julia/packages/JSON/3rsiS/test/serializer.jl,23
JSON,show_json,9,0.8888888888888888,210,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,268
JSON,show_json,1,1.0,62,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,312
JSON,show_json,2,1.0,239,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,282
JSON,show_json,8,1.0,101,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,257
JSON,show_json,9,1.0,62,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,314
JSON,show_json,40,0.925,60,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,323
JSON,show_json,1,1.0,275,/home/artem/.julia/packages/JSON/3rsiS/test/serializer.jl,48
JSON,show_json,19,0.6842105263157895,207,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,290
JSON,show_json,12,0.9166666666666666,131,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,246
JSON,show_json,1,1.0,60,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,344
JSON,show_json,3,1.0,313,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,302
JSON,show_json,3,1.0,89,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,276
JSON,show_key,6,0.8333333333333334,100,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,226
JSON,show_null,3,1.0,51,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,207
JSON,show_pair,12,0.9166666666666666,70,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,243
JSON,show_pair,20,0.75,76,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,239
JSON,show_string,15,0.8666666666666667,100,/home/artem/.julia/packages/JSON/3rsiS/src/Writer.jl,196
JSON,skip!,19,0.8421052631578947,166,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,85
JSON,skip!,4,1.0,107,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,76
JSON,unparameterize_type,4,0.25,115,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,422
JSON,unparameterize_type,2,0.5,38,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,421
JSON,utf16_get_supplementary,1,1.0,78,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,244
JSON,utf16_is_surrogate,1,1.0,54,/home/artem/.julia/packages/JSON/3rsiS/src/Parser.jl,243
